"Performer","Album","Title","Score","Length","Deleted","Favorite"
"Нож для Frau Muller","Треугольник, чёрт и точка","Funny Man под наркозом","0","3:03","",""
"Нож для Frau Muller","Треугольник, чёрт и точка","Intim Service Cosmique","5","4:08","","Да"
"Нож для Frau Muller","Треугольник, чёрт и точка","Жёлуди с Марса для свиней с Земли","0","2:46","",""
"Норман Гринбаум","Spirit In The Sky","Spirit In The Sky","5","4:02","","Да"
"Нэнси Уилсон","Ultra-Lounge / Christmas Cocktails Volume II","The Christmas Waltz (Digitally Remastered 97)","0","2:40","",""
"Нэт Кинг Коул","Christmas Cocktails, Vol.1","The Christmas Song (Merry Christmas To You) (1996 - Remaster)","0","3:11","",""
"Нэт Кинг Коул","Noël de Stars (31 chansons de Noël)","Jingle Bells","0","2:15","",""
"Нэт Кинг Коул","Ultra-Lounge / Christmas Cocktails Volume II","All I Want For Christmas (Is My Two Front Teeth) (1997 Digital Remaster)","0","2:32","",""
"Нэт Кинг Коул","Ultra-Lounge Christmas Cocktails Vol. 3","Buon Natale (Means Merry Christmas to You)","0","1:36","",""
"Окерси, Тако","Best Of Taco","Puttin' On The Ritz","5","4:39","","Да"
"Олег Анофриев","Лучшие песни из советских кинофильмов","Точка, точка, запятая... (Из к/ф &quot;Точка, точка, запятая&quot;)","5","1:44","","Да"
"Парвати Хан","Disco Dancer (Original Motion Picture Soundtrack)","Jimmy Jimmy Jimmy Aaja","0","3:05","",""
"Пегги Ли","Christmas Cocktails, Vol.1","Winter Wonderland (1996 - Remaster)","0","1:54","",""
"Пегги Ли","Ultra-Lounge / Christmas Cocktails Volume II","Happy Holiday (1997 Digital Remaster)","0","1:56","",""
"Перри Комо","The Very Best Of Perry Como","Magic Moments","5","2:41","","Да"
"Перси Фейт","16 Most Requested Songs","I Will Follow You","5","2:04","","Да"
"Песни 30-40-х","","Anything Goes","5","2:53","","Да"
"Песни из к.ф &quot;Буратино&quot;","Алексей Рыбников","Бу-ра-ти-но!","0","2:18","",""
"Песни из к.ф. &quot;Буратино&quot;","","Финал","0","2:51","",""
"Песняры","Grand Collection","Косил Ясь Конюшину","0","3:46","",""
"Пола Абдул","Forever Your Girl","Straight Up","5","4:11","","Да"
"Пола Абдул","Forever Your Girl","The Way That You Love Me","5","5:22","","Да"
"Пола Абдул","Greatest Hits","Straight Up (Single Version)","5","3:52","","Да"
"Поль Мориа","Best Of","Love Is Blue","5","2:31","","Да"
"Пражский филармонический оркестр","John Williams: The Definitive Collection Volume 3 - Harry Potter","Christmas at Hogwarts (From &quot;Harry Potter And The Philosopher's Stone&quot;)","0","1:47","",""
"Пэт Бун","Howdy","Beg Your Pardon","5","2:07","","Да"
"Рей Энтони","Christmas Cocktails, Vol.1","Christmas Trumpets / We Wish You A Very Merry Christmas (Medley) (1996 - Remaster)","0","4:27","",""
"Рей Энтони","Ultra-Lounge Christmas Cocktails Vol. 3","A Marshmallow World (2004 - Remaster)","0","2:46","",""
"Рик Уэйкман","1984","The Room","0","4:16","",""
"Робин Скотт","New York, London, Paris, Munich","Pop Muzik (Nik Launay '79 12&quot;)","5","4:56","","Да"
"Рон Грейнер","Doctor Who - The 50th Anniversary Collection (Original Television Soundtrack)","Doctor Who 1987","0","2:38","",""
"Руки Вверх","Дышите равномерно","Бандито","5","2:33","","Да"
"Руфус Томас","Wattstax: The Living Word","The Breakdown (Live At The Los Angeles Memorial Coliseum / 1972)","5","4:06","","Да"
"Руфус Уэйнрайт","Shrek (Music From The Original Motion Picture)","Hallelujah","0","4:08","Да",""
"Рэй Коннифф","'S Continental (Original Album Plus Bonus Tracks 1961)","Tico-Tico","5","2:33","","Да"
"Рэй Коннифф","Concert In Rhythm","Favorite Theme From Tchaikovsky's First Piano Concerto","5","2:54","","Да"
"Свен Грюнберг","Hingus","Hingus I (Breath)","0","7:32","",""
"Сонни и Шер","Sonny & Cher's Greatest Hits","Little Man (LP/Single Version)","0","3:22","",""
"Сплин","25 кадр","Моё сердце","5","4:10","","Да"
"Стиви Уандер","Talking Book","You Are The Sunshine Of My Life","0","2:58","",""
"Стэн Кентон","Ultra-Lounge / Christmas Cocktails Volume II","What Is Santa Claus? (1997 Digital Remaster)","0","2:29","",""
"Сюткин и Ко","То, что надо","7 тысяч над землей","5","3:31","","Да"
"Тайна третьей планеты","Музыка кино","Бегство и участь Весельчака У","5","0:46","","Да"
"Тайна третьей планеты","Музыка кино","В пиратской ловушке","5","2:17","","Да"
"Тайна третьей планеты","Музыка кино","В поисках доктора Верховцева","5","0:42","","Да"
"Тайна третьей планеты","Музыка кино","Вслед за Говоруном","0","0:32","",""
"Тайна третьей планеты","Музыка кино","Главная тема (титры)","5","2:30","","Да"
"Тайна третьей планеты","Музыка кино","Главная тема в аранжировке Андрея Ерохина","5","3:59","","Да"
"Тайна третьей планеты","Музыка кино","Доктор Верховцев","5","1:12","","Да"
"Тайна третьей планеты","Музыка кино","Домой (финал)","5","1:30","","Да"
"Тайна третьей планеты","Музыка кино","Зелёный","5","0:16","","Да"
"Тайна третьей планеты","Музыка кино","Капитан Буран","5","1:48","","Да"
"Тайна третьей планеты","Музыка кино","Межпланетная ярмарка животных","5","4:16","","Да"
"Тайна третьей планеты","Музыка кино","Миражи второй планеты","5","2:05","","Да"
"Тайна третьей планеты","Музыка кино","Нападение роботов","5","0:48","","Да"
"Тайна третьей планеты","Музыка кино","Перелёт и посадка на Луну","5","0:52","","Да"
"Тайна третьей планеты","Музыка кино","Перелёт на зеркальную поляну","5","0:36","","Да"
"Тайна третьей планеты","Музыка кино","Планета Блук","5","0:44","","Да"
"Тайна третьей планеты","Музыка кино","Планета Шелезяка","5","2:26","","Да"
"Тайна третьей планеты","Музыка кино","Прибытие помощи и схватка","5","1:17","","Да"
"Тайна третьей планеты","Музыка кино","Птица Крок","5","1:05","","Да"
"Тайна третьей планеты","Музыка кино","Рассказ Алисы","5","0:50","","Да"
"Тайна третьей планеты","Музыка кино","Сигнал SOS на пути к системе Медузы","5","1:28","","Да"
"Тайна третьей планеты","Музыка кино","Сквозь астероиды к планете Капитанов","5","1:10","","Да"
"Тайна третьей планеты","Музыка кино","Снова вместе","5","0:57","","Да"
"Тайна третьей планеты","Музыка кино","Сообщение Говоруна","5","1:53","","Да"
"Тайна третьей планеты","Музыка кино","Странные новости и авария","5","0:34","","Да"
"Тайна третьей планеты","Музыка кино","Третья планета","5","2:22","","Да"
"Тайна третьей планеты","Музыка кино","Цветок-зеркало","5","1:06","","Да"
"Терри Джекс","Pure... '70s","Seasons in the Sun","5","3:25","","Да"
"Тойво Соостер","Ночь субботы","Моя суббота","5","2:37","","Да"
"Траволта, Джон","Grease (The Original Motion Picture Soundtrack)","Summer Nights (From “Grease”)","5","3:36","","Да"
"Уолтер Вандерлей","Ultra-Lounge: Bossa Novaville","Que Sabe Voce De Mim","5","2:14","","Да"
"Уолтер Мерфи","A Fifth of Beethoven","A Fifth of Beethoven","5","3:03","","Да"
"Фред Уоринг","Christmas Cocktails, Vol.1","Ring Those Christmas Bells (1996 - Remaster)","0","5:00","",""
"Фредди Меркьюри","The Platinum Collection (2011 Remaster)","Barcelona (Single Version - 2011 Remaster)","5","4:24","","Да"
"Фредди Меркьюри","The Platinum Collection (2011 Remaster)","The Great Pretender (Remastered 2011)","5","3:25","","Да"
"Фредди Хаббард","Jazz Fusion","Hang 'Em Up","5","3:05","","Да"
"Фрэнк Синатра","My Greatest Christmas Songs","Let It Snow! Let It Snow! Let It Snow!","5","2:38","","Да"
"Фрэнк Синатра","My Greatest Christmas Songs","Silent Night","5","3:18","","Да"
"Фрэнк Синатра","My Greatest Christmas Songs","White Christmas","5","3:31","","Да"
"Хаддавэй, Нестор Александр","The Album","What Is Love","5","4:31","","Да"
"Харольд Фальтермайер","Classic 80s Movie Songs","Axel F (From &quot;Beverly Hills Cop&quot; Soundtrack)","5","2:59","Да",""
"Хиль и сыновья","Ходит песенка по кругу","Человек из дома вышел","5","2:18","","Да"
"Хиты 60-õ","no title","Королева красоты","0","2:29","",""
"Ховард Робертс","Ultra-Lounge / Rhapsodesia Volume Six","Girl Talk (1996 Digital Remaster)","0","2:52","",""
"Хор ВРК","Моя Москва","Москва майская","0","5:10","",""
"Хьюго Монтенегро","Come Spy With Me","Come Spy With Me","5","2:20","","Да"
"Хьюго Монтенегро","Come Spy With Me","Get Smart Theme (From the NBC Television series &quot;Get Smart&quot;)","5","2:05","","Да"
"Хьюго Монтенегро","Come Spy With Me","Secret Agent Man (From the CBS-TV show &quot;Secret Agent&quot;)","5","2:36","","Да"
"Хьюго Монтенегро","Come Spy With Me","Theme From &quot;I Spy&quot; (From the NBC Television show &quot;I Spy&quot;)","5","1:57","","Да"
"Хьюго Монтенегро","Come Spy With Me","Theme From &quot;The F.B.I.&quot; - (From the Television Series &quot;The F.B.I.&quot;)","5","2:10","","Да"
"Хэнк Леви","Whiplash (Original Motion Picture Soundtrack)","Whiplash","0","1:55","",""
"ЧайФ","Серия «Багет Серия» : Выпуск 7 Оранжевое настроение","Оранжевое настроение","5","3:53","","Да"
"Чак Берри","You Never Can Tell","You Never Can Tell","5","2:37","","Да"
"Чиж & Co","Пастораль","Бомбардировщики","5","4:46","","Да"
"Чиж & Co","Эрогенная зона","Прекрасное воскресенье","0","3:31","",""
"Шэгги","Essential","Boombastic","0","4:07","",""
"Эдди Данстедтер","Christmas Cocktails, Vol.1","I Saw Mommy Kissing Santa Claus/Jingle Bells Bossa Nova (Medley) (1996 - Remaster)","0","4:44","",""
